web-scraper-order,web-scraper-start-url,Page1,Page1-href,Title,Rating,Price,Author,Format,PublishDate,TotalVoters
1574335864-991,https://www.bookdepository.com/bestsellers?page=8,"44%
off",https://www.bookdepository.com/Legacy-James-Kerr/9781472103536,Legacy,4.21,SAR86.34 ,James Kerr,Paperback,17-Dec-13,"(3,092 ratings by Goodreads)"
1574335878-998,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/New-Earth-Eckhart-Tolle/9780141039411,A New Earth : The LIFE-CHANGING follow up to The Power of Now. 'An otherworldly genius' Chris Evans' BBC Radio 2 Breakfast Show,4.07,SAR73.39 ,Eckhart Tolle,Paperback,01-Mar-09,"(137,695 ratings by Goodreads)"
1574335899-1008,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/LEGO-R-Ideas-Book-DK/9781405350679,The LEGO (R) Ideas Book : You Can Build Anything!,4.26,SAR113.20 ,DK,Hardback,28-Sep-11,"(1,574 ratings by Goodreads)"
1574335919-1018,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Harry-Potter-Colouring-Book/9781783705481,Harry Potter Colouring Book,4.35,SAR69.24 ,J. K. Rowling,Paperback,15-Dec-15,"(1,962 ratings by Goodreads)"
1574335870-994,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Madness-Crowds-Douglas-Murray/9781472959959,"The Madness of Crowds : Gender, Race and Identity; THE SUNDAY TIMES BESTSELLER",4.46,SAR110.20 ,Douglas Murray,Hardback,17-Sep-19,(431 ratings by Goodreads)
1574335901-1009,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Ninth-House-Leigh-Bardugo/9781473227965,Ninth House,4.31,SAR99.19 ,Leigh Bardugo,Hardback,08-Oct-19,"(1,794 ratings by Goodreads)"
1574335887-1002,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Uzumaki-3-1-Deluxe-Edition-Junji-Ito/9781421561325,"Uzumaki (3-in-1, Deluxe Edition) : Includes vols. 1, 2 & 3",4.39,SAR103.33 ,Junji Ito,Hardback,21-Nov-13,"(7,388 ratings by Goodreads)"
1574335868-993,https://www.bookdepository.com/bestsellers?page=8,"60%
off",https://www.bookdepository.com/Diary-Wimpy-Kid-Do-It-Yourself-Book-Jeff-Kinney/9780141339665,Diary of a Wimpy Kid: Do-It-Yourself Book,4.17,SAR23.75 ,Jeff Kinney,Paperback,09-Jun-11,"(22,087 ratings by Goodreads)"
1574335922-1019,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Fingerprint-Activities-Fiona-Watt/9781474914338,Fingerprint Activities : Animals,4.5,SAR70.88 ,Fiona Watt,Spiral bound,01-Mar-16,(8 ratings by Goodreads)
1574335913-1015,https://www.bookdepository.com/bestsellers?page=8,"78%
off",https://www.bookdepository.com/How-Proust-Can-Change-Your-Life-Alain-de-Botton/9780330354912,How Proust Can Change Your Life,3.76,SAR82.82 ,Alain de Botton,Paperback,09-Apr-98,"(12,572 ratings by Goodreads)"
1574335874-996,https://www.bookdepository.com/bestsellers?page=8,"23%
off",https://www.bookdepository.com/Bad-Guys-Even-Badder-Box-Episodes-1-7-Aaron-Blabey/9781760669379,Bad Guys Even Badder Box (Episodes 1-7),null,SAR136.34 ,Aaron Blabey,Paperback,01-Nov-19,null
1574335917-1017,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Over-Top-JONATHAN-VAN-NESS/9781471179921,Over the Top,4.35,SAR106.02 ,JONATHAN VAN NESS,Paperback,24-Sep-19,"(8,769 ratings by Goodreads)"
1574335905-1011,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Untethered-Soul-Michael-Singer/9781572245372,The Untethered Soul : The Journey Beyond Yourself,4.24,SAR83.05 ,Michael A. Singer,Paperback,07-Nov-07,"(34,224 ratings by Goodreads)"
1574335880-999,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Revolting-Rhymes-Roald-Dahl/9780142414828,Revolting Rhymes,4.15,SAR59.93 ,Roald Dahl,Paperback,18-Jul-11,"(15,897 ratings by Goodreads)"
1574335915-1016,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Ten-Little-Fingers-Ten-Little-Toes-Mem-Fox/9781406331264,Ten Little Fingers and Ten Little Toes,4.23,SAR67.60 ,Mem Fox,Board book,07-Feb-11,"(4,409 ratings by Goodreads)"
1574335909-1013,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Pachinko-Min-Jin-Lee/9781786691378,Pachinko : The New York Times Bestseller,4.25,SAR109.49 ,Min Jin Lee,Paperback,30-May-18,"(119,861 ratings by Goodreads)"
1574335893-1005,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Where-Wild-Things-Are-Maurice-Sendak/9780099408390,Where The Wild Things Are,4.21,SAR93.19 ,Maurice Sendak,Paperback,11-May-01,"(645,449 ratings by Goodreads)"
1574335876-997,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Ikigai-Hector-Garcia/9781786330895,Ikigai : The Japanese secret to a long and happy life,3.52,SAR89.24 ,Hector Garcia,Hardback,15-May-18,"(13,516 ratings by Goodreads)"
1574335889-1003,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Monkey-Puzzle-Julia-Donaldson/9781509812493,Monkey Puzzle,4.23,SAR61.84 ,Julia Donaldson,Paperback,13-Sep-16,"(2,189 ratings by Goodreads)"
1574335862-990,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Sun-Her-Flowers-Rupi-Kaur/9781471165825,The Sun and Her Flowers,4.17,SAR145.30 ,Rupi Kaur,Paperback,18-Oct-17,"(82,635 ratings by Goodreads)"
1574335911-1014,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Everything-I-Know-About-Love-Dolly-Alderton/9780241982105,Everything I Know About Love,4.21,SAR97.94 ,Dolly Alderton,Paperback,07-Feb-19,"(11,846 ratings by Goodreads)"
1574335897-1007,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Harry-Potter-Cursed-Child-Parts-One-Two-J-K-Rowling/9780751565362,Harry Potter and the Cursed Child - Parts One and Two : The Official Playscript of the Original West End Production,3.65,SAR67.15 ,J. K. Rowling,Paperback,25-Jul-17,"(584,112 ratings by Goodreads)"
1574335903-1010,https://www.bookdepository.com/bestsellers?page=8,"29%
off",https://www.bookdepository.com/Sophies-World-Jostein-Gaarder/9781474602280,Sophie's World : 20th Anniversary Edition,3.91,SAR30.68 ,Jostein Gaarder,Paperback,08-Oct-15,"(168,640 ratings by Goodreads)"
1574335884-1001,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Usborne-Little-Childrens-Activity-Book/9781409586692,"The Usborne Little Children's Activity Book : Mazes, Puzzles and Colouring",4.25,SAR62.43 ,null,Paperback,18-Nov-14,(4 ratings by Goodreads)
1574335872-995,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Sword-Destiny-Andrzej-Sapkowski/9781473211544,Sword of Destiny : Witcher 2: Tales of the Witcher,4.35,SAR67.15 ,Andrzej Sapkowski,Paperback,10-Mar-16,"(51,107 ratings by Goodreads)"
1574335907-1012,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Becoming-Supernatural-Dr-Joe-Dispenza/9781781808313,Becoming Supernatural,4.33,SAR96.29 ,Dr Joe Dispenza,Paperback,05-Mar-19,"(1,759 ratings by Goodreads)"
1574335895-1006,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Self-Help-for-Your-Nerves-Claire-Weekes/9780722531556,Self-Help for Your Nerves : Learn to Relax and Enjoy Life Again by Overcoming Stress and Fear,4.23,SAR71.60 ,Claire Weekes,Paperback,08-May-95,(268 ratings by Goodreads)
1574335891-1004,https://www.bookdepository.com/bestsellers?page=8,,https://www.bookdepository.com/Stuck-Oliver-Jeffers/9780007263899,Stuck,4.23,SAR87.89 ,Oliver Jeffers,Paperback,01-May-12,"(7,956 ratings by Goodreads)"
1574336034-1035,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Face-It-Debbie-Harry/9780008229429,Face It,3.77,SAR152.12 ,Debbie Harry,Hardback,01-Oct-19,(114 ratings by Goodreads)
1574336063-1049,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Little-Life-Hanya-Yanagihara/9781447294832,A Little Life : Shortlisted for the Man Booker Prize 2015,4.3,SAR74.44 ,Hanya Yanagihara,Paperback,10-Mar-16,"(154,043 ratings by Goodreads)"
1574336054-1045,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Brown-Bear-Brown-Bear-What-Do-You-See-Eric-Carle/9780241137291,"Brown Bear, Brown Bear, What Do You See?",4.19,SAR69.73 ,Eric Carle,Board book,02-Jan-97,"(130,719 ratings by Goodreads)"
1574336059-1047,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Little-Kids-First-Big-Book-Space-Catherine-D-Hughes/9781426310140,Little Kids First Big Book of Space,4.47,SAR72.53 ,Catherine D. Hughes,Hardback,01-Nov-12,(525 ratings by Goodreads)
1574336052-1044,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Roald-Dahl-Whizzpopping-Joke-Book-Roald-Dahl/9780141368238,Roald Dahl: Whizzpopping Joke Book,4.25,SAR58.06 ,Roald Dahl,Paperback,02-Jun-16,(78 ratings by Goodreads)
1574336050-1043,https://www.bookdepository.com/bestsellers?page=9,"54%
off",https://www.bookdepository.com/My-Grammar-I-Or-Should-That-Be-Me-Caroline-Taggart/9781843176572,My Grammar and I (Or Should That Be 'Me'?) : Old-School Ways to Sharpen Your English,3.85,SAR16.96 ,Caroline Taggart,Paperback,01-Dec-11,(900 ratings by Goodreads)
1574336019-1028,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Crooked-Kingdom-Collectors-Edition-Leigh-Bardugo/9781510107038,Crooked Kingdom: Collector's Edition,4.6,SAR88.28 ,Leigh Bardugo,Hardback,05-Sep-19,"(137,203 ratings by Goodreads)"
1574336036-1036,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Hinch-Yourself-Happy-Mrs-Hinch/9780241399750,Hinch Yourself Happy : All The Best Cleaning Tips To Shine Your Sink And Soothe Your Soul,3.88,SAR86.66 ,Mrs Hinch,Hardback,04-Apr-19,"(1,416 ratings by Goodreads)"
1574336011-1024,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/East-Meera-Sodha/9780241387566,East : 120 Vegetarian and Vegan recipes from Bangalore to Beijing,4.29,SAR122.86 ,Meera Sodha,Hardback,22-Aug-19,(17 ratings by Goodreads)
1574336042-1039,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Harry-Potter-Prisoner-Azkaban-J-K-Rowling/9781408845660,Harry Potter and the Prisoner of Azkaban : Illustrated Edition,4.55,SAR68.36 ,J. K. Rowling,Hardback,02-Nov-17,"(2,271,943 ratings by Goodreads)"
1574336046-1041,https://www.bookdepository.com/bestsellers?page=9,"8%
off",https://www.bookdepository.com/Lego-Crazy-Action-Contraptions-Doug-Stillinger/9781591747697,Lego: Crazy Action Contraptions,4.25,SAR75.43 ,Doug Stillinger,Mixed media product,01-Jan-10,(82 ratings by Goodreads)
1574336005-1021,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Rainbow-Fish-Marcus-Pfister/9783314015441,Rainbow Fish,4.15,SAR83.15 ,Marcus Pfister,Paperback,01-Jul-12,"(106,566 ratings by Goodreads)"
1574336032-1034,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/How-Grinch-Stole-Christmas-Dr-Seuss/9780007365548,How the Grinch Stole Christmas!,4.35,SAR68.81 ,Dr. Seuss,Paperback,11-Dec-10,"(269,118 ratings by Goodreads)"
1574336007-1022,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Billionaire-Boy-David-Walliams/9780007371082,Billionaire Boy,4.21,SAR69.44 ,David Walliams,Paperback,09-Jun-11,"(7,909 ratings by Goodreads)"
1574336013-1025,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/There-Was-Old-Lady-Who-Swallowed-Fly/9780859537278,There Was an Old Lady Who Swallowed a Fly,4.21,SAR45 ,Pam Adams,Board book,01-Dec-00,"(27,556 ratings by Goodreads)"
1574336015-1026,https://www.bookdepository.com/bestsellers?page=9,"30%
off",https://www.bookdepository.com/39-Storey-Treehouse-Andy-Griffiths/9781447281580,The 39-Storey Treehouse,4.28,SAR71.32 ,Andy Griffiths,Paperback,30-Jul-15,"(2,652 ratings by Goodreads)"
1574336056-1046,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Modern-Break-Up-Daniel-Chidiac/9780987166555,The Modern Break-Up,3.98,SAR87.27 ,Daniel Chidiac,Paperback,16-Jul-19,(161 ratings by Goodreads)
1574336009-1023,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Worlds-Worst-Teachers-David-Walliams/9780008305789,The World's Worst Teachers,4.18,SAR95.32 ,David Walliams,Hardback,27-Jun-19,(324 ratings by Goodreads)
1574336028-1032,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Handmaids-Tale-Margaret-Atwood/9780385490818,The Handmaid's Tale,4.09,SAR100.72 ,Margaret Atwood,Paperback,01-Apr-98,"(1,169,826 ratings by Goodreads)"
1574336040-1038,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Zog-Flying-Doctors-Julia-Donaldson/9781407173504,Zog and the Flying Doctors,4.14,SAR83.41 ,Julia Donaldson,Paperback,07-Sep-17,(500 ratings by Goodreads)
1574336021-1029,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Peppa-Pig-Peppas-Christmas-Fun-Sticker-Activity-Book-Peppa-Pig/9780241200414,Peppa Pig: Peppa's Christmas Fun Sticker Activity Book,3.94,SAR42.06 ,Peppa Pig,Paperback,16-Oct-15,(18 ratings by Goodreads)
1574336038-1037,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Peppa-Pig-Practise-with-Peppa-Wipe-Clean-First-Letters-Peppa-Pig/9780723292081,Peppa Pig: Practise with Peppa: Wipe-Clean First Letters,4.52,SAR42.33 ,Peppa Pig,Paperback,15-Oct-15,(21 ratings by Goodreads)
1574336017-1027,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Cruel-Prince-Folk-Air-Holly-Black/9781471407277,The Cruel Prince (The Folk of the Air),4.15,SAR63.60 ,Holly Black,Paperback,26-Jul-18,"(113,494 ratings by Goodreads)"
1574336024-1030,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Everything-is-Figureoutable-Marie-Forleo/9780241341032,Everything is Figureoutable : The #1 New York Times Bestseller,4.27,SAR93.49 ,Marie Forleo,Paperback,12-Sep-19,(495 ratings by Goodreads)
1574336061-1048,https://www.bookdepository.com/bestsellers?page=9,"39%
off",https://www.bookdepository.com/Paper-Dolls-Julia-Donaldson/9781447220145,The Paper Dolls,4.31,SAR27.24 ,Julia Donaldson,Paperback,06-Jun-13,(796 ratings by Goodreads)
1574336048-1042,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Book-Year-2019-No-Such-Thing-Fish/9781786332011,The Book of the Year 2019,4.68,SAR93.49 ,No Such Thing As A Fish,Hardback,01-Feb-20,(41 ratings by Goodreads)
1574336044-1040,https://www.bookdepository.com/bestsellers?page=9,"34%
off",https://www.bookdepository.com/Snow-Falling-Jane-Gloriana-Villanueva/9781507206621,Snow Falling,3.31,SAR39.30 ,Jane Gloriana Villanueva,Paperback,16-Nov-17,"(1,428 ratings by Goodreads)"
1574336030-1033,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Really-Short-History-Nearly-Everything-Bill-Bryson/9780552562966,A Really Short History of Nearly Everything,4.24,SAR88.57 ,Bill Bryson,Paperback,02-Sep-10,"(1,897 ratings by Goodreads)"
1574336003-1020,https://www.bookdepository.com/bestsellers?page=9,,https://www.bookdepository.com/Weekend-Charlotte-Wood/9781760292010,The Weekend,3.93,SAR85.77 ,Charlotte Wood,Paperback,15-Oct-19,(441 ratings by Goodreads)
1574336026-1031,https://www.bookdepository.com/bestsellers?page=9,"31%
off",https://www.bookdepository.com/Deep-Work-Cal-Newport/9780349411903,Deep Work : Rules for Focused Success in a Distracted World,4.19,SAR100.44 ,Cal Newport,Paperback,05-Jan-16,"(17,129 ratings by Goodreads)"
1574336172-1073,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Hidden-Life-Trees-Peter-Wohlleben/9780008218430,"The Hidden Life of Trees : The International Bestseller - What They Feel, How They Communicate",4.06,SAR83.67 ,Peter Wohlleben,Paperback,01-Feb-18,"(23,786 ratings by Goodreads)"
1574336137-1056,https://www.bookdepository.com/bestsellers?page=10,"7%
off",https://www.bookdepository.com/Secret-Rhonda-Byrne/9781847370297,The Secret,3.66,SAR44.35 ,Rhonda Byrne,Hardback,04-Dec-06,"(304,106 ratings by Goodreads)"
1574336147-1061,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Book-Gutsy-Women-Hillary-Rodham-Clinton/9781471166990,The Book of Gutsy Women : Favourite Stories of Courage and Resilience,4.15,SAR133.55 ,Hillary Rodham Clinton,Hardback,01-Oct-19,(300 ratings by Goodreads)
1574336141-1058,https://www.bookdepository.com/bestsellers?page=10,"54%
off",https://www.bookdepository.com/Down-Out-Paris-London-George-Orwell/9780141042701,Down and Out in Paris and London,4.1,SAR19.63 ,George Orwell,Paperback,03-Sep-13,"(45,298 ratings by Goodreads)"
1574336155-1065,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Gruffalos-Child-Julia-Donaldson/9780142407547,The Gruffalo's Child,4.32,SAR61.84 ,Julia Donaldson,Paperback,01-Mar-07,"(6,157 ratings by Goodreads)"
1574336174-1074,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Percy-Jackson-Lightning-Thief-Book-1-Rick-Riordan/9780141346809,Percy Jackson and the Lightning Thief (Book 1),4.24,SAR66.03 ,Rick Riordan,Paperback,04-Jul-13,"(1,676,820 ratings by Goodreads)"
1574336178-1076,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Leaders-Eat-Last-Simon-Sinek/9780670923175,Leaders Eat Last : Why Some Teams Pull Together and Others Don't,4.13,SAR94.71 ,Simon Sinek,Paperback,14-May-18,"(14,620 ratings by Goodreads)"
1574336157-1066,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Shining-Stephen-King/9780307743657,The Shining,4.21,SAR122.80 ,Stephen King,Paperback,26-Jun-12,"(995,577 ratings by Goodreads)"
1574336139-1057,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Pokemon-Sword-Pokemon-Shield/9781911015666,The Pokemon Sword & Pokemon Shield : Official Galar Region Strategy Guide,null,SAR137.15 ,null,Paperback,22-Nov-19,null
1574336149-1062,https://www.bookdepository.com/bestsellers?page=10,"31%
off",https://www.bookdepository.com/You-Are-Badass-Jen-Sincero/9781473649521,You Are a Badass : How to Stop Doubting Your Greatness and Start Living an Awesome Life,3.96,SAR93.90 ,Jen Sincero,Paperback,13-Oct-16,"(100,416 ratings by Goodreads)"
1574336184-1079,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Light-Seers-Tarot-Chris-Anne/9781401958039,The Light Seer's Tarot : A 78-Card Deck & Guidebook,null,SAR94.92 ,Chris-Anne,Cards,03-Dec-19,null
1574336165-1070,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Smartest-Giant-Town-Julia-Donaldson/9781509812530,The Smartest Giant in Town,4.17,SAR61.84 ,Julia Donaldson,Paperback,12-Sep-16,"(2,646 ratings by Goodreads)"
1574336124-1050,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Greenfeast-Nigel-Slater/9780008213770,"Greenfeast : Autumn, Winter (Cloth-Covered, Flexible Binding)",4.42,SAR113.94 ,Nigel Slater,Hardback,03-Oct-19,(19 ratings by Goodreads)
1574336153-1064,https://www.bookdepository.com/bestsellers?page=10,"31%
off",https://www.bookdepository.com/influence-Robert-B-Cialdini/9780061241895,influence : The Psychology of Persuasion,4.18,SAR48.85 ,Robert B. Cialdini,Paperback,06-Jul-11,"(80,252 ratings by Goodreads)"
1574336167-1071,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Maths-Games-for-Clever-Kids-Gareth-Moore/9781780555409,Maths Games for Clever Kids,4.16,SAR48.37 ,Gareth Moore,Paperback,08-Mar-18,(6 ratings by Goodreads)
1574336151-1063,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Obstacle-is-Way-Ryan-Holiday/9781781251492,The Obstacle is the Way : The Ancient Art of Turning Adversity to Advantage,4.13,SAR107.23 ,Ryan Holiday,Paperback,27-May-15,"(21,140 ratings by Goodreads)"
1574336182-1078,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Whole-Brain-Child-Daniel-J-Siegel/9780553386691,The Whole-Brain Child : 12 Revolutionary Strategies to Nuture Your Child's Developing Mind,4.19,SAR83.22 ,Daniel J Siegel,Paperback,11-Sep-12,"(12,607 ratings by Goodreads)"
1574336132-1054,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Beautiful-Ones-Prince/9781780899176,The Beautiful Ones,null,SAR135.29 ,Prince,Hardback,29-Oct-19,null
1574336163-1069,https://www.bookdepository.com/bestsellers?page=10,"35%
off",https://www.bookdepository.com/65-Storey-Treehouse-Andy-Griffiths/9781447287599,The 65-Storey Treehouse,4.33,SAR70.35 ,Andy Griffiths,Paperback,02-Jun-16,"(1,881 ratings by Goodreads)"
1574336180-1077,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Oi-Puppies-Kes-Gray/9781444937350,Oi Puppies!,4.04,SAR91.55 ,Kes Gray,Hardback,03-Oct-19,(21 ratings by Goodreads)
1574336126-1051,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Heroes-Stephen-Fry/9781405940368,Heroes : The myths of the Ancient Greek heroes retold,4.32,SAR114.77 ,Stephen Fry,Paperback,16-Jul-19,"(6,281 ratings by Goodreads)"
1574336130-1053,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Most-Magnificent-Thing-Ashley-Spires/9781554537044,The Most Magnificent Thing,4.31,SAR78.91 ,Ashley Spires,Hardback,31-Oct-17,"(4,672 ratings by Goodreads)"
1574336159-1067,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Little-Fires-Everywhere-Celeste-Ng/9780349142920,Little Fires Everywhere : The New York Times Top Ten Bestseller,4.1,SAR67.15 ,Celeste Ng,Paperback,22-May-18,"(423,649 ratings by Goodreads)"
1574336128-1052,https://www.bookdepository.com/bestsellers?page=10,"44%
off",https://www.bookdepository.com/Definitive-Book-Body-Language-Allan-Pease/9781409168508,The Definitive Book of Body Language : How to read others' attitudes by their gestures,3.98,SAR24.18 ,Allan Pease,Paperback,11-May-17,"(18,489 ratings by Goodreads)"
1574336169-1072,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Never-Split-Difference-Chris-Voss/9781847941497,Never Split the Difference : Negotiating as if Your Life Depended on It,4.39,SAR77.16 ,Chris Voss,Paperback,23-Mar-17,"(23,703 ratings by Goodreads)"
1574336161-1068,https://www.bookdepository.com/bestsellers?page=10,"49%
off",https://www.bookdepository.com/On-Writing-Stephen-King/9781444723250,On Writing : A Memoir of the Craft,4.32,SAR88.48 ,Stephen King,Paperback,11-Oct-12,"(173,949 ratings by Goodreads)"
1574336135-1055,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Moonology-Oracle-Cards-Yasmin-Boland/9781781809969,Moonology Oracle Cards : A 44-Card Deck and Guidebook,4.61,SAR84.42 ,Yasmin Boland,Cards,02-Oct-18,(39 ratings by Goodreads)
1574336143-1059,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/How-Draw-Anything-Mark-Linley/9780716022237,"How to Draw Anything : Landscapes, People, Animals, Cartoons...",3.63,SAR56.58 ,Mark Linley,Paperback,25-Feb-10,(274 ratings by Goodreads)
1574336176-1075,https://www.bookdepository.com/bestsellers?page=10,"20%
off",https://www.bookdepository.com/Hobbit-Lord-Rings-J-R-R-Tolkien/9780544445789,The Hobbit and the Lord of the Rings,4.59,SAR148.47 ,J. R. R. Tolkien,Paperback,21-Oct-14,"(98,659 ratings by Goodreads)"
1574336145-1060,https://www.bookdepository.com/bestsellers?page=10,,https://www.bookdepository.com/Dork-Diaries-Spectacular-Superstar-Rachel-Renee-Russell/9781471173363,Dork Diaries: Spectacular Superstar,4.46,SAR81.24 ,Rachel Renee Russell,Paperback,22-Oct-19,(277 ratings by Goodreads)
1574336315-1105,https://www.bookdepository.com/bestsellers?page=11,"53%
off",https://www.bookdepository.com/Agatha-Raisin-Dishing-Dirt-M-C-Beaton/9781472117328,Agatha Raisin: Dishing the Dirt,3.67,SAR20.45 ,M. C. Beaton,Paperback,07-Apr-16,"(3,616 ratings by Goodreads)"
1574336297-1096,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Harry-Potter-Half-Blood-Prince-J-K-Rowling/9781408855706,Harry Potter and the Half-Blood Prince,4.56,SAR104.20 ,J. K. Rowling,Paperback,16-Oct-14,"(2,098,389 ratings by Goodreads)"
1574336320-1107,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Antoni-Kitchen-Antoni-Porowski/9781529010336,Antoni in the Kitchen,4.24,SAR110.51 ,Antoni Porowski,Hardback,19-Sep-19,(134 ratings by Goodreads)
1574336291-1093,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Peppas-Christmas-Wish-Peppa-Pig-Scholastic/9780545565110,Peppa's Christmas Wish (Peppa Pig),4.1,SAR42.61 ,Scholastic,Paperback,27-Aug-13,(264 ratings by Goodreads)
1574336276-1086,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/How-Win-Friends-Influence-People-Dale-Carnegie/9780091906351,How to Win Friends and Influence People,4.18,SAR90.14 ,Dale Carnegie,Paperback,17-Aug-10,"(443,465 ratings by Goodreads)"
1574336311-1103,https://www.bookdepository.com/bestsellers?page=11,"70%
off",https://www.bookdepository.com/Will-You-Please-Be-Quiet-Please-Raymond-Carver/9780099530343,"Will You Please Be Quiet, Please?",4.25,SAR19.63 ,Raymond Carver,Paperback,12-Jul-18,"(12,684 ratings by Goodreads)"
1574336301-1098,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Ego-is-Enemy-Ryan-Holiday/9781781257029,Ego is the Enemy : The Fight to Master Our Greatest Opponent,4.14,SAR72.78 ,Ryan Holiday,Paperback,24-Aug-17,"(20,185 ratings by Goodreads)"
1574336274-1085,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Boy-Striped-Pyjamas-John-Boyne/9781909531192,The Boy in the Striped Pyjamas,4.13,SAR91.28 ,John Boyne,Paperback,27-Jul-18,"(429,224 ratings by Goodreads)"
1574336278-1087,https://www.bookdepository.com/bestsellers?page=11,,https://www.bookdepository.com/Match-Annual-2020-Match/9780752266671,Match Annual 2020,null,SAR69.51 ,Match,Hardback,01-Jan-20,null
